place_type,name,cafe_latitude,cafe_longitude,distance,source_latitude,source_longitude
cafe,Central Market Cafe,30.30701759999999,-97.7399936,1443.5771463971814,30.32,-97.74
cafe,34th Street Café,30.3027036,-97.74524249999999,1988.0227543884719,30.32,-97.74
cafe,Kerbey Lane Cafe - Central,30.3079619,-97.7504982,1675.5061407696946,30.32,-97.74
cafe,Flightpath Coffeehouse,30.313769,-97.7198749,2052.274056767086,30.32,-97.74
cafe,Epoch Coffee,30.3185792,-97.7244864,1497.4505693334168,30.32,-97.74
cafe,Merit Coffee Co.,30.31557609999999,-97.7348409,698.0072420932495,30.32,-97.74
cafe,Monkey Nest Coffee,30.327758,-97.73955939999999,863.686197285159,30.32,-97.74
cafe,Three Rivers Coffee Company,30.3203571,-97.75712990000001,1644.7004059558858,30.32,-97.74
cafe,Civil Goat,30.3009805,-97.7390782,2116.7223089094796,30.32,-97.74
cafe,Neighbor Coffee & Friends,30.3211739,-97.739537,137.8895939956683,30.32,-97.74
cafe,85°C Bakery Cafe - Austin Airport,30.3366115,-97.7176728,2829.1143743878633,30.32,-97.74
cafe,Houndstooth Coffee,30.3105861,-97.74000029999999,1046.7779203360171,30.32,-97.74
cafe,Stinson's Coffee & Tacos,30.3152255,-97.7419518,562.9873487077643,30.32,-97.74
cafe,Russell's Bakery & Coffee @ Hancock,30.3327414,-97.76021809999999,2402.682444380697,30.32,-97.74
cafe,Julio's Cafe,30.3045299,-97.7263704,2161.2156536775215,30.32,-97.74
cafe,Fat Cats Organic Coffee & Desserts,30.3387547,-97.71874319999999,2917.4006918766004,30.32,-97.74
cafe,Jo's Coffee,30.2998293,-97.7218709,2838.871969289128,30.32,-97.74
cafe,Terrible Love,30.3045603,-97.7357279,1765.115877503907,30.32,-97.74
cafe,Brentwood Social House,30.3323054,-97.73513679999999,1445.7219143855036,30.32,-97.74
cafe,Even Keel,30.3333156,-97.7212922,2327.2911529382977,30.32,-97.74
