place_type,name,yoga_latitude,yoga_longitude,distance,source_latitude,source_longitude
yoga_studio,Bliss Body Yoga,35.8151984,-78.6970181,2151.427383787501,35.81,-78.72
yoga_studio,Barre-Up Raleigh,35.7950309,-78.6988837,2529.2338803202156,35.81,-78.72
