place_type,name,cafe_latitude,cafe_longitude,distance,source_latitude,source_longitude
cafe,Smooth Joe Coffee,35.8636584,-78.5384455,718.9319866036,35.87,-78.54
cafe,McDonald's,35.8554331,-78.5568595,2220.7859002462665,35.87,-78.54
