place_type,name,grocery_latitude,grocery_longitude,distance,source_latitude,source_longitude
grocery_or_supermarket,Super Moreliana,30.1676668,-97.692529,1825.1776880835957,30.18,-97.68
grocery_or_supermarket,JD's Supermarket #6,30.1603163,-97.6867602,2283.169340816057,30.18,-97.68
