place_type,name,grocery_latitude,grocery_longitude,distance,source_latitude,source_longitude
grocery_or_supermarket,Target Grocery,30.316366,-97.95434859999999,676.4235717387297,30.32,-97.96
grocery_or_supermarket,Whole Foods Market,30.3076183,-97.9377502,2541.0927815618797,30.32,-97.96
