place_type,name,cafe_latitude,cafe_longitude,distance,source_latitude,source_longitude
cafe,Balkan Cafe & Grill,30.3881,-97.684175,1630.9574543480942,30.38,-97.67
cafe,Ahwak Cafe’,30.3784357,-97.6813844,1105.8432598888157,30.38,-97.67
cafe,Santorini Cafe,30.3877289,-97.6841055,1602.9083032054723,30.38,-97.67
cafe,Rice Bowl Cafe,30.382457,-97.68851599999999,1797.0471491017965,30.38,-97.67
cafe,Baguette House & Cafe,30.3771248,-97.686835,1646.2928049862558,30.38,-97.67
cafe,Gen BobaBee & Coffee House,30.3781272,-97.68750299999999,1691.8873854439662,30.38,-97.67
cafe,Starbucks,30.3885819,-97.6501486,2129.926404576909,30.38,-97.67
cafe,Zaytouna Hookah Lounge & Smoke Shop,30.3884371,-97.6840165,1639.4598603243699,30.38,-97.67
cafe,Dutch Bros Coffee,30.3851451,-97.6468429,2293.8188300181196,30.38,-97.67
cafe,McDonald's,30.3880973,-97.6493242,2178.0918866652814,30.38,-97.67
cafe,Dunkin',30.3878296,-97.64886039999999,2206.768288816669,30.38,-97.67
