place_type,name,cafe_latitude,cafe_longitude,distance,source_latitude,source_longitude
cafe,Lake Austin Coffee Spot,30.2836704,-97.7758743,901.9433704294571,30.29,-97.77
cafe,Medici Roasting,30.279534,-97.7594529,1542.7187793221476,30.29,-97.77
cafe,Galaxy Cafe,30.2793815,-97.760027,1520.237901583475,30.29,-97.77
cafe,Cisco’s Muny CAFE,30.290271,-97.7770261,675.28270488309,30.29,-97.77
cafe,Mozart's Coffee Roasters,30.2954378,-97.7841711,1488.9063051801206,30.29,-97.77
cafe,Kerbey Lane Cafe - Central,30.3079619,-97.7504982,2737.6230426945745,30.29,-97.77
cafe,CoffeePeople,30.2718449,-97.75300829999999,2595.6732298894735,30.29,-97.77
cafe,Brother Friend Coffee VW Bus,30.28173709999999,-97.7524291,1921.0997532362337,30.29,-97.77
cafe,Idlewild Coffee,30.2766549,-97.7493944,2473.2093600816656,30.29,-97.77
cafe,Maudie's Cafe,30.282847,-97.775627,961.5325856232909,30.29,-97.77
cafe,Tellus Joe,30.2965875,-97.7676557,766.2978678463794,30.29,-97.77
cafe,Better Half Coffee & Cocktails,30.2713068,-97.7586104,2348.757260583831,30.29,-97.77
cafe,Nate's Baked Goods & Coffee,30.27147189999999,-97.75939029999999,2298.3638770130706,30.29,-97.77
cafe,Starbucks,30.304671,-97.7643909,1717.927158243906,30.29,-97.77
