place_type,name,grocery_latitude,grocery_longitude,distance,source_latitude,source_longitude
grocery_or_supermarket,Austin Food Masters,30.2769401,-97.67211069999999,1081.4402656950674,30.27,-97.68
grocery_or_supermarket,Poco loco Supermercado #6,30.2725101,-97.69857309999999,1805.342853653037,30.27,-97.68
