place_type,name,cafe_latitude,cafe_longitude,distance,source_latitude,source_longitude
cafe,Central Market Cafe,30.30701759999999,-97.7399936,1947.7623058535569,30.31,-97.72
cafe,Kick Butt Coffee,30.3224296,-97.71369519999999,1508.8018280422934,30.31,-97.72
cafe,Cherrywood Coffeehouse,30.2935632,-97.7160212,1867.1780487135088,30.31,-97.72
cafe,Bennu Coffee Highland,30.3250538,-97.7148418,1745.5976577442875,30.31,-97.72
cafe,Civil Goat,30.3009805,-97.7390782,2088.123668660417,30.31,-97.72
cafe,Delicious AF (Austin Food),30.3113527,-97.7150455,498.82385520680947,30.31,-97.72
cafe,Flightpath Coffeehouse,30.313769,-97.7198749,419.26569444576927,30.31,-97.72
cafe,Epoch Coffee,30.3185792,-97.7244864,1046.6661771335462,30.31,-97.72
cafe,Jo's Coffee,30.2998293,-97.7218709,1145.1034587181616,30.31,-97.72
cafe,Kerbey Lane Cafe - Mueller,30.3007112,-97.703732,1872.3801605509877,30.31,-97.72
cafe,Merit Coffee Co.,30.31557609999999,-97.7348409,1553.6981743940569,30.31,-97.72
cafe,Monkey Nest Coffee,30.327758,-97.73955939999999,2724.6712914898512,30.31,-97.72
cafe,Pacha Organic Cafe,30.2957585,-97.74213710000001,2650.3339247873823,30.31,-97.72
cafe,Mary's Café,30.2912595,-97.72663399999999,2179.00417267828,30.31,-97.72
cafe,Halcyon,30.2976596,-97.7053878,1962.3281344493398,30.31,-97.72
cafe,Kerbey Lane Cafe - University,30.291221,-97.74153199999999,2938.278681010407,30.31,-97.72
cafe,Neighbor Coffee & Friends,30.3211739,-97.739537,2249.603750754485,30.31,-97.72
cafe,Progress Coffee + Beer,30.2924419,-97.720603,1953.2297169065223,30.31,-97.72
cafe,Talisman Coffee Company,30.3001085,-97.70258059999999,2001.555040987643,30.31,-97.72
cafe,Houndstooth Coffee,30.3105861,-97.74000029999999,1921.0370854494117,30.31,-97.72
