place_type,name,cafe_latitude,cafe_longitude,distance,source_latitude,source_longitude
cafe,Cafe 605,30.2601281,-97.73892939999999,1102.510137957087,30.27,-97.74
cafe,The Star Cafe,30.2800341,-97.7388701,1121.004508272078,30.27,-97.74
cafe,Capitol Café,30.271906,-97.74116099999999,239.47580800465383,30.27,-97.74
cafe,One Twenty 5 Café,30.2819761,-97.74033879999999,1332.0789298159152,30.27,-97.74
cafe,The Well Cafe,30.2668207,-97.741089,368.6671941631087,30.27,-97.74
cafe,Capital One Café,30.2681205,-97.74235279999999,307.78502059819044,30.27,-97.74
cafe,Cafe at the Loren,30.2640094,-97.7564215,1711.9877713327683,30.27,-97.74
cafe,Cafe 508,30.2688384,-97.7365567,355.0086458258833,30.27,-97.74
cafe,Medici Roasting,30.285537,-97.742003,1738.3095610656324,30.27,-97.74
cafe,O's Campus Cafe and Catering,30.2866836,-97.73640909999999,1886.9062543738462,30.27,-97.74
cafe,Texas Coffee Traders - Pangea Cafe,30.28494,-97.7353033,1721.3860707606011,30.27,-97.74
cafe,Cypress Bend,30.2829006,-97.73441299999999,1531.5284347161255,30.27,-97.74
cafe,Medici Roasting,30.279534,-97.7594529,2147.9127632399677,30.27,-97.74
cafe,CoCo's Cafe,30.282553,-97.742229,1412.146388083229,30.27,-97.74
cafe,Messhall Cafe,30.27190349999999,-97.7397506,213.01033392780224,30.27,-97.74
cafe,Galaxy Cafe,30.2793815,-97.760027,2187.8947169573594,30.27,-97.74
cafe,George's Cafe,30.2884104,-97.73078350000002,2230.2588206667015,30.27,-97.74
cafe,Bennu Coffee,30.2798351,-97.719641,2240.153501867638,30.27,-97.74
cafe,Bennu Coffee on Congress,30.2561063,-97.7463112,1659.5616312677935,30.27,-97.74
cafe,Thunderbird Coffee,30.2843795,-97.71938279999999,2544.8480367037946,30.27,-97.74
