place_type,name,cafe_latitude,cafe_longitude,distance,source_latitude,source_longitude
cafe,Jara Cafe,35.8957546,-78.65927669999999,1799.374866908525,35.9,-78.64
cafe,Sola Coffee Cafe,35.8853193,-78.66014489999999,2440.864761130959,35.9,-78.64
cafe,Zest Cafe & Home Art,35.8999918,-78.6535066,1216.5739130174456,35.9,-78.64
cafe,Jubala Coffee,35.8950045,-78.6220336,1711.0066154345989,35.9,-78.64
cafe,Simply Crêpes Cafe of Raleigh,35.8947339,-78.6214687,1768.9455073058632,35.9,-78.64
cafe,North Carolina Wine Cheese and Chocolate,35.8950806,-78.6236572,1570.4300824737782,35.9,-78.64
cafe,Starbucks,35.9009869,-78.65446279999999,1307.3067122539023,35.9,-78.64
cafe,New York Bagels & Deli Raleigh,35.8933341,-78.6261208,1453.398271079767,35.9,-78.64
cafe,Panera Bread,35.8981272,-78.6504094,960.4595673864138,35.9,-78.64
cafe,Starbucks,35.8984288,-78.6528166,1167.5801467183433,35.9,-78.64
cafe,Bruegger's Bagels,35.902389,-78.65734309999999,1584.5392432961155,35.9,-78.64
cafe,Poppyseed Market,35.9051613,-78.6575287,1679.8783064901513,35.9,-78.64
