place_type,name,cafe_latitude,cafe_longitude,distance,source_latitude,source_longitude
cafe,Kick Butt Coffee,30.3224296,-97.71369519999999,1560.9011804991187,30.33,-97.7
cafe,Bennu Coffee Highland,30.3250538,-97.7148418,1526.9783654487464,30.33,-97.7
cafe,85°C Bakery Cafe - Austin Airport,30.3366115,-97.7176728,1848.577099304446,30.33,-97.7
cafe,Flightpath Coffeehouse,30.313769,-97.7198749,2626.122053444948,30.33,-97.7
cafe,Fat Cats Organic Coffee & Desserts,30.3387547,-97.71874319999999,2045.3336999269927,30.33,-97.7
cafe,Barrett's Coffee,30.3389883,-97.7174325,1948.8223236086696,30.33,-97.7
cafe,Delicious AF (Austin Food),30.3113527,-97.7150455,2526.833129235153,30.33,-97.7
cafe,Hookah house,30.3310811,-97.71516109999999,1460.048200118391,30.33,-97.7
cafe,Another Broken Egg Cafe,30.326296,-97.70780649999999,854.9902057173741,30.33,-97.7
cafe,Spokesman - Highland,30.3259614,-97.7167211,1666.500201405008,30.33,-97.7
cafe,A$AP Coffee House,30.3142291,-97.71993669999999,2595.595073054023,30.33,-97.7
cafe,Saborcol,30.3485506,-97.7069533,2167.9796241694958,30.33,-97.7
cafe,Midtown Grocery & Cafe,30.3394598,-97.71826850000001,2044.5877707935927,30.33,-97.7
cafe,HiLand MarketCafe,30.3257407,-97.7148771,1504.3702372373405,30.33,-97.7
cafe,Feng Cha,30.3236898,-97.71354579999999,1477.3688678830865,30.33,-97.7
cafe,Even Keel,30.3333156,-97.7212922,2076.492859856251,30.33,-97.7
cafe,ChiCha San Chen,30.329471,-97.7152701,1466.7442579940437,30.33,-97.7
cafe,Fruitealicious,30.337534,-97.71753969999999,1880.2623590406217,30.33,-97.7
cafe,Happy Lemon,30.3265326,-97.7073984,808.0025434700823,30.33,-97.7
cafe,Easy Tiger - The Linc,30.3272944,-97.7072153,755.0309540526068,30.33,-97.7
